"001004721736405","Frigorífico combi Beko CN232121 No Frost","Beko","499","399","A+","197","Blanco","59.5","185.3","60","A+, altura 185,3 cm, blanco.","Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736405____3__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736405____4__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736405____3__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736405____4__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736405____3__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736405____4__1200x1200.jpg"
"001004721413641","Frigorífico Side by Side Balay 3FA7787A con dispensador de agua y hielo","Balay",,"1589","A+","356","Acero antihuellas","90.3","180","67.5","Tecnología Óptima No-Frost.","Frigoríficos Side by Side","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/09/00104721413641_8__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/05/00104721413641____5__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/09/00104721413641_7__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/09/00104721413641_8__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/05/00104721413641____5__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/09/00104721413641_7__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/09/00104721413641_8__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/05/00104721413641____5__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/09/00104721413641_7__1200x1200.jpg"
"001004721221481","Frigorífico de 1 puerta Saivod 1PT1704I con sistema de frío estático","Saivod",,"429","A+",,"Inox","59.5","171.4","65","A+, altura 171,4 cm, inox.","Frigoríficos 1 puerta","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104721221481____1__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104721221481____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104721221481____1__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104721221481____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104721221481____1__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104721221481____2__1200x1200.jpg"
"001004721322412","Frigorífico de 2 puertas Saivod 2PT1630 Inox con bandejas de cristal","Saivod",,"329","A+","215","Inox antihuellas","60","162","60","A+, altura 162 cm, inox antihuellas.","Frigoríficos 2 puertas","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201502/11/00104721322412____1__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201502/11/00104721322412____1__640x640.jpg",
"001004721740936","Frigorífico combi Bosch KGN36XI32 No Frost","Bosch",,"769","A++","234","Acero antihuellas","60","186","65","A++, altura 186 cm, acero antihuellas.","Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201404/02/00104721740936____1__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201404/02/00104721740936____1__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201404/02/00104721740936____1__1200x1200.jpg"
"001004721409797","Frigorífico Side by Side Liebherr SBSesf 7212 NoFrost","Liebherr",,"1998","A+","391","Acero inoxidable","121","185.2","63","A+, altura 185,2 cm, acero inoxidable.","Frigoríficos Side by Side","//sgfm.elcorteingles.es/SGFM/dctm/IMAGENES/201201/26/00104721409797___P1_225x225.jpg://sgfm.elcorteingles.es/SGFM/dctm/NO_RENDER/201201/26/00104721409797___S1_600x600.jpg","//sgfm.elcorteingles.es/SGFM/dctm/IMAGENES/201201/26/00104721409797___P1_600x600.jpg://sgfm.elcorteingles.es/SGFM/dctm/NO_RENDER/201201/26/00104721409797___S1_600x600.jpg",
"001004721741173","Frigorífico combi Siemens KG39NXI42 No Frost","Siemens",,"999","A+++","269","Acero inoxidable con tratamiento antihuellas","60","201","65","Frigorífico combi con hyperFresh 0°C para conservar carnes y pescados frescos durante más tiempo.","Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201604/29/00104721741173____4__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201604/29/00104721741173____5__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201604/29/00104721741173____4__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201604/29/00104721741173____5__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201604/29/00104721741173____4__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201604/29/00104721741173____5__1200x1200.jpg"
"001004721736421","Frigorífico combi Beko CHA 28020 Semi No Frost","Beko",,"409","A+","204","Blanco","54","181","60","A+, altura 181 cm, blanco.","Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736421____1__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736421____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736421____1__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736421____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736421____1__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201409/24/00104721736421____2__1200x1200.jpg"
"001004721219469","Frigorífico de 1 puerta Siemens KS36VAI41 con frío activo","Siemens",,"1029","A+++",,"Acero inoxidable con tratamiento antihuellas","60","186","65","A+++, altura 186 cm, acero inoxidable con tratamiento antihuellas.","Frigoríficos 1 puerta","//sgfm.elcorteingles.es/SGFM/dctm/IMAGENES02/201210/02/00104721219469___P1_225x225.jpg","//sgfm.elcorteingles.es/SGFM/dctm/IMAGENES02/201210/02/00104721219469___P1_600x600.jpg",
"001004721746487","Frigorífico combi Bosch KGN39XI43 No Frost","Bosch","929","899","A+++","269","Acero antihuellas","60","201","65","Cajón VitaFresh: las frutas y verduras conservan su frescura y vitaminas gracias al regulador de humedad.","Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/31/00104721746487____1__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/31/00104721746487____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/31/00104721746487____1__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/31/00104721746487____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/31/00104721746487____1__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201605/31/00104721746487____2__1200x1200.jpg"
