"001004720118738","Congelador vertical Saivod TTC84A+ mini con 2 cajones","Saivod","199","164.45","/electrodomesticos/A3395315-congelador-vertical-saivod-ttc84a-mini-con-2-cajones/",,"A+",,"Blanco",,"A+, altura 84 cm, blanco.","Electrodomésticos:Frigoríficos y Congeladores:Congeladores","//sgfm.elcorteingles.es/SGFM/dctm/IMAGENES/201202/09/00104720118738___P1_225x225.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201502/04/00104720118738____4__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/IMAGENES/201202/09/00104720118738___P1_600x600.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201502/04/00104720118738____4__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201502/04/00104720118738____4__1200x1200.jpg"
"001004721739144","Frigorífico combi LG GBB530SWQPB Total No Frost","LG","739","610.71","/electrodomesticos/A10079779-frigorifico-combi-lg-gbb530swqpb-total-no-frost/","Combi","A++",,"Blanco","59,5 x 201 x 68,6 cm","A++, altura 201 cm, blanco.","Electrodomésticos:Frigoríficos y Congeladores:Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201310/14/00104721739144____1__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201310/14/00104721739144____1__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201310/14/00104721739144____1__1200x1200.jpg"
"001004721416933","Frigorífico Side by Side Samsung RS7527THCWW/EF No Frost","Samsung","1049","866.89","/electrodomesticos/A16460791-frigorifico-side-by-side-samsung-rs7527thcwwef-no-frost/","Side by Side","A+","361 litros","Blanco","91,2 x 178,9 x 67,2 cm","A+, altura 178,9 cm, blanco.","Electrodomésticos:Frigoríficos y Congeladores:Frigoríficos Side by Side","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201509/15/00104721416933____1__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201509/15/00104721416933____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201509/15/00104721416933____1__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201509/15/00104721416933____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201509/15/00104721416933____1__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201509/15/00104721416933____2__1200x1200.jpg"
"001004721743799","Frigorífico combi LG GBB530PZCFB Total No Frost","LG","809","668.56","/electrodomesticos/A14808754-frigorifico-combi-lg-gbb530pzcfb-total-no-frost/","Combi","A+++",,"Inox antihuellas","59,5 x 200 x 65,6 cm","A+++, altura 200 cm, inox antihuellas.","Electrodomésticos:Frigoríficos y Congeladores:Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201503/04/00104721743799____1__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201503/04/00104721743799____1__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201503/04/00104721743799____1__1200x1200.jpg"
"001004721012278","Congelador horizontal Saivod AT553 con capacidad de 104 litros","Saivod","199","164.45","/electrodomesticos/A9072337-congelador-horizontal-saivod-at553-con-capacidad-de-104-litros/",,"A+",,"Blanco",,"A+, ancho 53,7 cm, blanco.","Electrodomésticos:Frigoríficos y Congeladores:Congeladores","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201401/30/00104721012278____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201401/30/00104721012278____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201401/30/00104721012278____2__1200x1200.jpg"
"001004720122235","Congelador vertical Saivod 1CT1704I No Frost","Saivod","469","387.58","/electrodomesticos/A13373273-congelador-vertical-saivod-1ct1704i-no-frost/",,"A+",,"Inox",,"A+, altura 171,4 cm, inox.","Electrodomésticos:Frigoríficos y Congeladores:Congeladores","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104720122235____1__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104720122235____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104720122235____1__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104720122235____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104720122235____1__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/30/00104720122235____2__1200x1200.jpg"
"001004721739318","Frigorífico combi Zanussi ZRB38315WA No Frost con Air Flow","Zanussi","695","574.35","/electrodomesticos/A10190813-frigorifico-combi-zanussi-zrb38315wa-no-frost-con-air-flow/","Combi","A++","265 litros","Blanco","59,5 x 200 x 63 cm","A++, altura 200 cm, blanco.","Electrodomésticos:Frigoríficos y Congeladores:Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201401/09/00104721739318____1__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201401/09/00104721739318____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201401/09/00104721739318____1__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201401/09/00104721739318____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201401/09/00104721739318____1__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201401/09/00104721739318____2__1200x1200.jpg"
"001004720354200","Frigorífico combi Candy CCBS5172W con estantes ajustables","Candy","455","376.01","/electrodomesticos/A12555198-frigorifico-combi-candy-ccbs5172w-con-estantes-ajustables/","Combi","A+","173 litros","Blanco","55 x 177 x 58 cm","A+, altura 177 cm, blanco.","Electrodomésticos:Frigoríficos y Congeladores:Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201407/04/00104720354200____1__210x210.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201407/04/00104720354200____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201407/04/00104720354200____1__640x640.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201407/04/00104720354200____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201407/04/00104720354200____1__1200x1200.jpg://sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201407/04/00104720354200____2__1200x1200.jpg"
"001004720354325","Frigorífico combi Hoover HDBS5172IX con frío estático","Hoover","599","495.01","/electrodomesticos/A12868046-frigorifico-combi-hoover-hdbs5172ix-con-frio-estatico/","Combi","A+","173 litros","Acero inoxidable con tratamiento antihuellas","55 x 177 x 58 cm","A+, altura 177 cm, inox antihuellas.","Electrodomésticos:Frigoríficos y Congeladores:Frigoríficos combi","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/15/00104720354325____2__210x210.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/15/00104720354325____2__640x640.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA02/CONTENIDOS/201412/15/00104720354325____2__1200x1200.jpg"
"001004721220103","Frigorífico de 1 puerta Bosch MasterChef KSV36BI30 con cajón HydroFresh","Bosch","979","809.05","/electrodomesticos/A8698145-frigorifico-de-1-puerta-bosch-masterchef-ksv36bi30-con-cajon-hydrofresh/","Una puerta","A++",,"Acero antihuellas","60 x 186 x 69 cm","A++, altura 186 cm, acero antihuellas.","Electrodomésticos:Frigoríficos y Congeladores:Frigoríficos 1 puerta","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201303/21/00104721220103____1__225x225.jpg","//sgfm.elcorteingles.es/SGFM/dctm/MEDIA01/201303/21/00104721220103____1__600x600.jpg",
